# bin_center_x bin_center_y count mean_dx mean_dy mean_dz uu vv ww uv uw vw
54.500000 26.500000 3186 -1.000584 0.501246 0.700018 0.009757 0.002596 0.004780 -0.000060 -0.000106 -0.000024
54.500000 27.500000 3166 -1.000374 0.500361 0.699806 0.010268 0.002626 0.004707 -0.000030 0.000042 0.000024
54.500000 28.500000 3117 -0.998130 0.499379 0.700918 0.009701 0.002520 0.004734 -0.000005 0.000150 -0.000004
54.500000 29.500000 3091 -0.999660 0.499071 0.700991 0.009968 0.002443 0.004792 0.000039 0.000143 0.000002
54.500000 30.500000 3148 -1.000495 0.501149 0.700395 0.009782 0.002446 0.004881 0.000199 -0.000051 -0.000079
54.500000 31.500000 3124 -0.999579 0.499291 0.698164 0.009886 0.002484 0.005050 0.000108 0.000027 -0.000000
54.500000 32.500000 3118 -0.997152 0.499637 0.698652 0.010072 0.002461 0.004641 -0.000083 0.000015 0.000024
54.500000 33.500000 3204 -0.999361 0.501012 0.698615 0.010148 0.002602 0.005034 0.000050 0.000224 0.000047
54.500000 34.500000 3118 -1.000662 0.499795 0.699320 0.009856 0.002567 0.004863 0.000020 0.000111 0.000011
54.500000 35.500000 3190 -0.998870 0.499654 0.700674 0.009797 0.002529 0.004851 0.000013 0.000094 -0.000078
54.500000 36.500000 3063 -1.001051 0.501503 0.698153 0.009949 0.002591 0.004878 -0.000154 0.000058 -0.000024
54.500000 37.500000 3161 -0.996946 0.500506 0.699361 0.009977 0.002410 0.004995 -0.000086 0.000064 0.000047
54.500000 38.500000 3083 -1.003368 0.498946 0.698545 0.009928 0.002521 0.004864 0.000060 0.000148 0.000113
54.500000 39.500000 3116 -1.002872 0.500673 0.700312 0.009467 0.002470 0.004743 0.000044 -0.000017 0.000070
54.500000 40.500000 3042 -1.000258 0.501259 0.701277 0.009946 0.002554 0.004723 -0.000123 -0.000042 0.000036
54.500000 41.500000 3090 -0.994079 0.500627 0.699267 0.009930 0.002435 0.004784 -0.000090 -0.000196 -0.000013
54.500000 42.500000 3207 -1.001532 0.500822 0.701348 0.010256 0.002449 0.004979 -0.000023 -0.000330 -0.000029
54.500000 43.500000 3066 -0.999345 0.498888 0.699302 0.009952 0.002519 0.004882 -0.000178 -0.000145 0.000034
54.500000 44.500000 3188 -1.000423 0.499054 0.698420 0.009901 0.002557 0.004771 0.000027 0.000002 0.000036
54.500000 45.500000 3166 -0.997051 0.500137 0.699408 0.010378 0.002509 0.005048 -0.000031 0.000022 0.000127
54.500000 46.500000 3116 -1.001196 0.500497 0.699516 0.009893 0.002537 0.004875 -0.000032 0.000121 0.000080
54.500000 47.500000 3155 -0.998977 0.500610 0.699837 0.009941 0.002458 0.005036 0.000007 -0.000130 0.000062
54.500000 48.500000 3092 -1.001052 0.500830 0.701376 0.010598 0.002530 0.004722 0.000015 0.000156 0.000063
54.500000 49.500000 3144 -0.999113 0.501964 0.700757 0.009882 0.002454 0.004898 -0.000147 -0.000007 0.000011
54.500000 50.500000 3245 0.491004 0.499953 0.699670 0.767349 0.002583 0.004883 -0.003299 0.000232 0.000063
54.500000 51.500000 3144 1.000694 0.499614 0.698665 0.010367 0.002609 0.005064 0.000082 -0.000123 -0.000110
54.500000 52.500000 3061 1.002027 0.501916 0.702527 0.010163 0.002463 0.004731 -0.000064 -0.000234 0.000012
54.500000 53.500000 3106 0.997750 0.500814 0.702547 0.010159 0.002550 0.004845 -0.000071 -0.000040 0.000037
54.500000 54.500000 3142 0.998435 0.499017 0.699858 0.009878 0.002549 0.004900 0.000004 0.000012 -0.000049
54.500000 55.500000 3105 1.003129 0.498882 0.701242 0.009976 0.002429 0.004915 -0.000018 0.000025 -0.000060
54.500000 56.500000 3136 1.000947 0.500040 0.700279 0.010006 0.002388 0.004957 -0.000006 -0.000062 -0.000117
54.500000 57.500000 3092 0.998851 0.498906 0.700014 0.009941 0.002546 0.004800 0.000029 -0.000054 0.000032
54.500000 58.500000 3141 1.000584 0.499109 0.700766 0.009968 0.002543 0.004968 0.000096 -0.000003 -0.000039
54.500000 59.500000 3138 1.000963 0.498811 0.700217 0.010513 0.002531 0.004900 0.000083 -0.000037 0.000030
54.500000 60.500000 3196 1.000736 0.500885 0.699954 0.009824 0.002529 0.004669 -0.000026 -0.000096 -0.000065
54.500000 61.500000 3125 1.003541 0.500455 0.701236 0.010220 0.002511 0.004996 0.000060 0.000120 -0.000076
54.500000 62.500000 3177 1.001047 0.500350 0.697547 0.010320 0.002542 0.004991 -0.000127 -0.000061 0.000043
54.500000 63.500000 3221 1.001728 0.500215 0.695157 0.009857 0.002526 0.004847 0.000042 -0.000155 -0.000060
54.500000 64.500000 3106 0.997757 0.500539 0.699956 0.010048 0.002526 0.004993 0.000155 0.000048 -0.000041
54.500000 65.500000 3168 0.999783 0.500795 0.700648 0.010106 0.002576 0.004755 0.000014 0.000048 -0.000004
54.500000 66.500000 3101 0.998294 0.499419 0.700655 0.009960 0.002468 0.004786 -0.000149 -0.000069 0.000073
54.500000 67.500000 3159 0.999835 0.500691 0.698989 0.010049 0.002484 0.004974 -0.000114 0.000064 -0.000002
54.500000 68.500000 3085 1.002323 0.500855 0.700301 0.010263 0.002495 0.004814 -0.000122 -0.000114 0.000019
54.500000 69.500000 3115 1.002751 0.498837 0.699707 0.009981 0.002480 0.004845 0.000104 0.000099 0.000055
54.500000 70.500000 3106 0.999114 0.500237 0.699820 0.009846 0.002456 0.004888 0.000016 0.000076 0.000110
54.500000 71.500000 3051 0.999176 0.499643 0.700042 0.009955 0.002604 0.004960 -0.000124 -0.000119 0.000018
54.500000 72.500000 3182 0.994988 0.500477 0.699209 0.009679 0.002619 0.005019 0.000052 0.000169 -0.000026
54.500000 73.500000 3164 1.004160 0.501016 0.700778 0.009631 0.002590 0.004980 -0.000024 -0.000014 0.000007
54.500000 74.500000 3108 1.002354 0.499290 0.701658 0.010177 0.002397 0.004805 -0.000102 -0.000075 0.000032
54.500000 75.500000 3217 1.001979 0.499519 0.698948 0.009976 0.002414 0.004894 -0.000034 -0.000005 0.000008
54.500000 76.500000 3172 0.999148 0.500059 0.699225 0.010008 0.002388 0.004903 -0.000013 0.000156 -0.000066
54.500000 77.500000 3105 0.996791 0.500295 0.698487 0.010138 0.002493 0.004939 -0.000152 0.000092 -0.000006
54.500000 78.500000 3134 0.998606 0.500460 0.698189 0.009863 0.002514 0.004923 -0.000004 0.000236 0.000029
54.500000 79.500000 3142 0.998433 0.498951 0.698860 0.009993 0.002421 0.004990 -0.000054 -0.000035 0.000056
54.500000 80.500000 3197 1.001219 0.500345 0.700561 0.009835 0.002471 0.004737 -0.000027 -0.000029 0.000034
54.500000 81.500000 3141 1.001388 0.502189 0.699754 0.010305 0.002498 0.004614 -0.000017 -0.000122 -0.000004
54.500000 82.500000 3075 0.998281 0.499831 0.699872 0.010110 0.002420 0.004697 0.000059 -0.000026 0.000050
54.500000 83.500000 3217 1.001219 0.501256 0.699874 0.010284 0.002429 0.004819 -0.000200 -0.000130 0.000057
54.500000 84.500000 3181 1.000851 0.498662 0.702216 0.009622 0.002543 0.004847 0.000001 -0.000085 -0.000079
54.500000 85.500000 3095 0.997502 0.499792 0.701366 0.010028 0.002460 0.005018 0.000154 -0.000147 -0.000042
54.500000 86.500000 3104 1.002342 0.497838 0.699403 0.009913 0.002470 0.004896 0.000144 0.000029 0.000005
54.500000 87.500000 3166 1.002202 0.499418 0.699799 0.010330 0.002444 0.005043 0.000009 -0.000030 -0.000023
54.500000 88.500000 3153 1.000459 0.500015 0.698749 0.010118 0.002497 0.004761 0.000009 0.000132 0.000058
54.500000 89.500000 3088 1.001907 0.499695 0.700108 0.010226 0.002552 0.004817 -0.000049 -0.000106 0.000108
54.500000 90.500000 3119 0.997341 0.501025 0.698323 0.009844 0.002545 0.004827 -0.000098 0.000117 0.000002
54.500000 91.500000 3125 1.000123 0.500787 0.699862 0.009987 0.002546 0.005121 0.000028 -0.000015 -0.000083
54.500000 92.500000 3138 1.002418 0.500283 0.700556 0.009729 0.002392 0.004984 0.000028 0.000105 -0.000039
54.500000 93.500000 3116 1.000763 0.499475 0.699717 0.009582 0.002469 0.004856 0.000010 -0.000019 0.000042
54.500000 94.500000 3173 1.001168 0.498708 0.702062 0.009563 0.002555 0.004714 0.000002 0.000104 -0.000004
54.500000 95.500000 3023 0.999083 0.499256 0.700136 0.009722 0.002448 0.004664 -0.000071 -0.000058 0.000026
54.500000 96.500000 3130 1.002428 0.498663 0.701786 0.010131 0.002610 0.005049 0.000024 0.000259 0.000066
54.500000 97.500000 3193 1.000055 0.500568 0.700051 0.009823 0.002689 0.004713 0.000001 0.000046 -0.000041
54.500000 98.500000 3180 0.997398 0.500941 0.698596 0.010238 0.002432 0.004900 -0.000011 -0.000186 -0.000087
54.500000 99.500000 3111 0.998986 0.498310 0.699638 0.009976 0.002421 0.005028 -0.000020 -0.000160 0.000054
54.500000 100.500000 769 0.998668 0.504911 0.702993 0.009520 0.002611 0.004969 -0.000091 -0.000051 0.000072
55.500000 0.500000 2395 -1.004726 0.498036 0.698489 0.009968 0.002489 0.004724 0.000125 -0.000133 -0.000035
55.500000 1.500000 3187 -1.003819 0.499106 0.700080 0.009706 0.002435 0.004918 -0.000026 0.000108 -0.000004
55.500000 2.500000 2969 -0.999798 0.500461 0.701272 0.009575 0.002487 0.004776 -0.000095 -0.000131 -0.000011
55.500000 3.500000 3171 -1.000069 0.500528 0.698122 0.010061 0.002470 0.004822 0.000064 0.000021 -0.000028
55.500000 4.500000 3074 -1.000206 0.500945 0.700584 0.010154 0.002479 0.005151 0.000015 -0.000024 -0.000007
55.500000 5.500000 3076 -1.000345 0.500555 0.699652 0.010023 0.002542 0.005074 0.000144 0.000090 0.000024
55.500000 6.500000 3234 -1.001570 0.499878 0.701029 0.010263 0.002426 0.005089 0.000145 -0.000063 -0.000019
55.500000 7.500000 3089 -1.002044 0.500247 0.699917 0.010160 0.002518 0.004877 0.000069 -0.000162 -0.000036
55.500000 8.500000 3117 -1.001494 0.499228 0.698910 0.009721 0.002430 0.004814 -0.000036 -0.000119 -0.000056
55.500000 9.500000 3030 -0.999236 0.501092 0.701283 0.009952 0.002515 0.004768 0.000059 -0.000048 0.000009
55.500000 10.500000 3096 -0.999758 0.499741 0.699073 0.010144 0.002401 0.004931 0.000055 0.000338 -0.000003
55.500000 11.500000 3174 -0.998922 0.500071 0.698588 0.009789 0.002483 0.004861 0.000086 -0.000093 0.000089
55.500000 12.500000 3175 -1.000941 0.500910 0.701192 0.009847 0.002533 0.004927 0.000067 -0.000179 -0.000040
55.500000 13.500000 3125 -1.000114 0.501268 0.698832 0.009611 0.002554 0.004978 0.000095 0.000022 0.000054
55.500000 14.500000 3164 -0.997666 0.500751 0.698922 0.010078 0.002565 0.005079 -0.000061 -0.000118 0.000119
55.500000 15.500000 3076 -0.997182 0.496173 0.699638 0.009866 0.002432 0.004839 0.000084 -0.000095 0.000061
55.500000 16.500000 3024 -1.001417 0.499392 0.701947 0.010444 0.002525 0.004643 0.000041 -0.000063 0.000022
55.500000 17.500000 3127 -1.000628 0.499834 0.698865 0.010140 0.002560 0.004907 -0.000034 0.000022 0.000028
55.500000 18.500000 3128 -0.997523 0.498220 0.697760 0.009859 0.002528 0.004916 -0.000019 0.000108 -0.000033
55.500000 19.500000 3140 -1.000482 0.501037 0.699716 0.009729 0.002656 0.004947 -0.000158 -0.000006 0.000004
55.500000 20.500000 3017 -0.999523 0.500692 0.698757 0.009876 0.002584 0.004887 -0.000058 0.000041 -0.000015
55.500000 21.500000 3121 -0.999879 0.500456 0.699021 0.009880 0.002564 0.004788 -0.000095 0.000011 -0.000100
55.500000 22.500000 3129 -1.002588 0.499741 0.701596 0.009510 0.002590 0.004803 0.000100 -0.000104 -0.000034
55.500000 23.500000 3190 -1.000931 0.499148 0.701052 0.010496 0.002493 0.004813 0.000032 -0.000057 -0.000039
55.500000 24.500000 3132 -0.997938 0.500985 0.698626 0.010271 0.002573 0.004915 -0.000046 0.000032 0.000007
55.500000 25.500000 3180 -1.000271 0.499097 0.700881 0.009813 0.002478 0.004932 0.000015 0.000097 -0.000024
55.500000 26.500000 3144 -0.997989 0.500127 0.700311 0.009625 0.002463 0.004818 0.000073 -0.000047 -0.000054
55.500000 27.500000 3149 -1.002818 0.498511 0.698858 0.010106 0.002443 0.004875 0.000076 -0.000091 0.000049
55.500000 28.500000 3223 -0.997668 0.499755 0.699749 0.010186 0.002392 0.004720 0.000003 0.000139 -0.000054
55.500000 29.500000 3073 -0.998045 0.499887 0.699384 0.009950 0.002398 0.004820 -0.000164 -0.000200 -0.000037
55.500000 30.500000 3205 -1.000796 0.499582 0.700637 0.010251 0.002472 0.004938 -0.000087 0.000099 0.000044
55.500000 31.500000 3036 -0.999423 0.501787 0.700682 0.010277 0.002547 0.004904 -0.000054 -0.000128 -0.000022
55.500000 32.500000 3093 -1.001387 0.499837 0.702191 0.010176 0.002386 0.004878 0.000123 0.000124 0.000091
55.500000 33.500000 3158 -0.999134 0.500610 0.701435 0.009778 0.002337 0.004798 0.000169 0.000142 -0.000138
55.500000 34.500000 3102 -1.000225 0.499556 0.700751 0.010080 0.002433 0.005034 0.000053 0.000008 -0.000030
55.500000 35.500000 3109 -1.000456 0.500007 0.700011 0.010115 0.002418 0.004746 -0.000126 0.000162 0.000029
55.500000 36.500000 3060 -0.998272 0.499861 0.700460 0.009808 0.002500 0.004963 -0.000234 -0.000136 -0.000026
55.500000 37.500000 3154 -1.002718 0.499754 0.700307 0.009930 0.002561 0.004911 -0.000052 0.000006 0.000024
55.500000 38.500000 3109 -0.999212 0.499503 0.701567 0.009776 0.002416 0.004756 0.000158 -0.000248 -0.000065
55.500000 39.500000 3064 -0.998279 0.502519 0.699554 0.010035 0.002465 0.004969 -0.000041 -0.000090 0.000006
55.500000 40.500000 3065 -1.000946 0.501084 0.701749 0.010081 0.002523 0.005011 0.000021 -0.000012 -0.000002
55.500000 41.500000 3106 -1.000800 0.500566 0.701560 0.010130 0.002541 0.004873 -0.000214 -0.000286 -0.000038
55.500000 42.500000 3153 -0.999826 0.498226 0.701244 0.009842 0.002447 0.004967 0.000101 -0.000006 -0.000031
55.500000 43.500000 3282 -1.002228 0.500372 0.701163 0.009730 0.002474 0.004769 -0.000078 -0.000090 0.000026
55.500000 44.500000 3109 -0.998887 0.499682 0.699154 0.009987 0.002364 0.004992 0.000180 -0.000113 0.000010
55.500000 45.500000 3146 -0.998116 0.500715 0.698888 0.010045 0.002473 0.004918 0.000134 -0.000183 -0.000144
55.500000 46.500000 3190 -1.001508 0.498488 0.701060 0.009792 0.002516 0.004903 0.000053 -0.000016 0.000025
55.500000 47.500000 3118 -1.004045 0.498837 0.697801 0.010233 0.002559 0.004705 0.000106 0.000121 -0.000080
55.500000 48.500000 3146 -1.001716 0.499284 0.702457 0.009521 0.002513 0.004919 0.000108 0.000099 -0.000002
55.500000 49.500000 3100 -0.997754 0.502388 0.701313 0.009788 0.002557 0.005058 -0.000048 0.000023 -0.000033
55.500000 50.500000 3284 0.515772 0.501442 0.699641 0.743352 0.002473 0.004879 -0.001793 0.000077 0.000040
55.500000 51.500000 3109 1.000733 0.500672 0.699329 0.010190 0.002614 0.004884 0.000036 -0.000166 0.000002
55.500000 52.500000 3045 0.999009 0.500951 0.700455 0.009806 0.002536 0.004825 -0.000012 -0.000072 0.000060
55.500000 53.500000 3130 1.002873 0.500406 0.700086 0.010197 0.002482 0.004870 -0.000058 0.000059 0.000091
55.500000 54.500000 3087 0.998567 0.501194 0.701485 0.009954 0.002508 0.005077 0.000124 -0.000258 0.000006
55.500000 55.500000 3015 1.000409 0.500040 0.700861 0.009912 0.002559 0.005016 -0.000081 -0.000204 0.000068
55.500000 56.500000 3175 0.994880 0.500298 0.700750 0.010139 0.002449 0.005079 0.000062 -0.000093 -0.000072
55.500000 57.500000 3104 1.001822 0.500700 0.699645 0.010299 0.002473 0.004882 -0.000044 -0.000201 0.000092
55.500000 58.500000 3096 1.002113 0.500769 0.699488 0.009646 0.002468 0.004889 -0.000118 0.000257 -0.000006
55.500000 59.500000 3083 1.001185 0.498054 0.700114 0.010129 0.002451 0.005147 -0.000031 -0.000055 -0.000101
55.500000 60.500000 3112 1.000615 0.500628 0.698621 0.010319 0.002406 0.005007 -0.000130 0.000048 -0.000034
55.500000 61.500000 3106 1.003446 0.499625 0.700167 0.009743 0.002469 0.004870 0.000080 -0.000178 0.000081
55.500000 62.500000 3067 0.997555 0.498765 0.700570 0.009963 0.002510 0.004920 0.000045 0.000082 0.000087
55.500000 63.500000 3212 0.999398 0.499155 0.699155 0.010258 0.002551 0.004899 -0.000053 -0.000046 0.000066
55.500000 64.500000 3129 0.996748 0.499106 0.702774 0.009875 0.002639 0.004997 0.000126 -0.000031 0.000001
55.500000 65.500000 3141 0.998188 0.500695 0.700029 0.009988 0.002444 0.005118 0.000049 0.000041 -0.000085
55.500000 66.500000 3135 0.999879 0.500843 0.701496 0.009615 0.002538 0.005068 -0.000004 0.000052 -0.000015
55.500000 67.500000 3018 0.997930 0.500974 0.701649 0.009306 0.002390 0.004797 0.000068 -0.000235 -0.000014
55.500000 68.500000 3143 1.002145 0.500290 0.701191 0.010150 0.002453 0.005013 -0.000018 0.000045 0.000044
55.500000 69.500000 3061 0.998311 0.499497 0.701193 0.009720 0.002602 0.004836 0.000035 -0.000117 0.000070
55.500000 70.500000 3129 1.000841 0.499222 0.700248 0.009978 0.002333 0.005051 -0.000179 -0.000088 -0.000021
55.500000 71.500000 3134 1.001427 0.499283 0.701249 0.010104 0.002475 0.004893 -0.000029 0.000062 0.000005
55.500000 72.500000 3180 1.001757 0.500377 0.700147 0.009977 0.002585 0.004783 0.000140 -0.000135 0.000086
55.500000 73.500000 3075 0.998476 0.499380 0.698916 0.009889 0.002416 0.004876 0.000032 -0.000012 -0.000031
55.500000 74.500000 3150 0.998635 0.498886 0.700556 0.009766 0.002584 0.004931 -0.000093 -0.000105 0.000089
55.500000 75.500000 3112 0.996159 0.500143 0.700921 0.010196 0.002613 0.004823 0.000056 -0.000028 0.000048
55.500000 76.500000 3206 1.000822 0.501289 0.701811 0.009804 0.002428 0.004996 0.000155 0.000013 -0.000060
55.500000 77.500000 3082 0.998689 0.501120 0.699496 0.009198 0.002486 0.004786 -0.000113 0.000001 0.000029
55.500000 78.500000 3107 0.999710 0.499472 0.702631 0.010178 0.002477 0.004944 -0.000022 -0.000234 0.000017
55.500000 79.500000 3128 1.003670 0.499299 0.701625 0.009834 0.002566 0.004771 0.000022 -0.000190 0.000037
55.500000 80.500000 3120 1.001160 0.499204 0.701420 0.010156 0.002541 0.004766 0.000142 -0.000126 -0.000071
55.500000 81.500000 3131 1.000701 0.500813 0.701289 0.009593 0.002521 0.004906 0.000152 0.000055 0.000009
55.500000 82.500000 3137 0.998717 0.499690 0.698421 0.010097 0.002524 0.004976 0.000029 0.000095 -0.000121
55.500000 83.500000 3139 0.999937 0.500119 0.700752 0.009888 0.002543 0.005026 0.000110 0.000056 -0.000055
55.500000 84.500000 3001 1.004337 0.499736 0.701572 0.010174 0.002420 0.004954 0.000011 0.000246 -0.000092
55.500000 85.500000 3117 0.999856 0.501171 0.701467 0.010237 0.002495 0.004885 -0.000008 0.000034 -0.000041
55.500000 86.500000 3143 1.003452 0.500322 0.703725 0.009721 0.002455 0.005096 -0.000098 0.000115 0.000001
55.500000 87.500000 3155 1.000630 0.500345 0.700798 0.010250 0.002490 0.004827 0.000211 -0.000054 0.000130
55.500000 88.500000 3197 0.999293 0.498220 0.699947 0.009940 0.002432 0.004877 -0.000013 -0.000009 -0.000026
55.500000 89.500000 3107 0.995461 0.500368 0.699918 0.010395 0.002526 0.004879 -0.000094 -0.000128 0.000149
55.500000 90.500000 3131 1.001385 0.498783 0.699675 0.009831 0.002657 0.004731 0.000026 0.000101 0.000002
55.500000 91.500000 3104 0.998660 0.500824 0.700401 0.010028 0.002507 0.004838 0.000097 0.000155 0.000016
55.500000 92.500000 3195 1.000552 0.499818 0.698449 0.009887 0.002560 0.005147 0.000080 0.000069 0.000091
55.500000 93.500000 3207 1.000022 0.500065 0.700174 0.010102 0.002561 0.004757 0.000050 -0.000012 -0.000015
55.500000 94.500000 3163 1.002392 0.500936 0.701257 0.009844 0.002514 0.004933 -0.000084 0.000073 0.000076
55.500000 95.500000 3256 1.000540 0.501065 0.699499 0.010011 0.002510 0.004869 -0.000112 -0.000153 -0.000112
55.500000 96.500000 3110 0.997641 0.499237 0.698903 0.010253 0.002474 0.004836 -0.000124 0.000083 -0.000081
55.500000 97.500000 3139 1.001960 0.500653 0.699464 0.009554 0.002525 0.004848 -0.000022 0.000179 -0.000075
55.500000 98.500000 3078 0.999900 0.499361 0.699146 0.009675 0.002475 0.004771 -0.000049 -0.000001 -0.000075
55.500000 99.500000 3064 1.002260 0.499710 0.700503 0.009788 0.002458 0.004931 -0.000165 -0.000009 -0.000031
55.500000 100.500000 778 0.995196 0.504543 0.701307 0.009844 0.002544 0.004948 0.000348 0.000313 0.000234
56.500000 0.500000 2337 -0.999370 0.499929 0.699526 0.010458 0.002497 0.004932 -0.000001 0.000063 0.000089
56.500000 1.500000 3138 -0.997781 0.500404 0.701576 0.010139 0.002523 0.004938 0.000212 -0.000205 -0.000042
56.500000 2.500000 3066 -1.000796 0.500757 0.700676 0.010076 0.002458 0.004895 0.000025 -0.000129 0.000117
56.500000 3.500000 3181 -0.998242 0.500230 0.701165 0.009720 0.002579 0.004844 -0.000005 -0.000049 -0.000070
56.500000 4.500000 3102 -1.002174 0.499261 0.698854 0.010144 0.002518 0.004988 0.000055 -0.000059 -0.000023
56.500000 5.500000 3058 -1.000175 0.499685 0.699456 0.009866 0.002499 0.005024 0.000048 0.000254 -0.000028
56.500000 6.500000 3113 -1.001853 0.500151 0.700760 0.010292 0.002595 0.004854 -0.000023 0.000051 -0.000083
56.500000 7.500000 3069 -1.001280 0.498976 0.698744 0.010186 0.002541 0.004977 0.000090 -0.000095 0.000090
56.500000 8.500000 3141 -1.002672 0.500436 0.700018 0.010277 0.002568 0.005056 -0.000019 0.000102 -0.000030
56.500000 9.500000 3160 -1.000684 0.498409 0.699478 0.009985 0.002495 0.004775 0.000020 0.000162 -0.000018
56.500000 10.500000 3055 -1.000899 0.500204 0.700597 0.010211 0.002629 0.004952 0.000105 0.000092 -0.000048
56.500000 11.500000 3153 -1.002464 0.498827 0.698957 0.010191 0.002439 0.005022 0.000047 -0.000040 0.000045
56.500000 12.500000 3097 -0.998875 0.499902 0.701563 0.010104 0.002552 0.004902 -0.000083 -0.000143 -0.000011
56.500000 13.500000 3121 -1.002240 0.500800 0.700523 0.009693 0.002608 0.004981 -0.000179 -0.000216 0.000005
56.500000 14.500000 3156 -0.999225 0.499166 0.699159 0.010446 0.002598 0.004933 0.000017 -0.000001 -0.000024
56.500000 15.500000 3118 -1.000377 0.500198 0.699118 0.009844 0.002483 0.005122 -0.000110 0.000136 0.000032
56.500000 16.500000 3137 -1.000018 0.500369 0.700240 0.010062 0.002457 0.004954 -0.000059 0.000011 0.000039
56.500000 17.500000 3118 -1.002281 0.500328 0.698044 0.010142 0.002553 0.004834 -0.000073 -0.000085 0.000063
56.500000 18.500000 3089 -1.001034 0.498620 0.701132 0.010294 0.002449 0.004908 0.000057 -0.000105 0.000016
56.500000 19.500000 3085 -1.001984 0.499998 0.701074 0.010276 0.002566 0.004853 -0.000109 -0.000431 -0.000034
56.500000 20.500000 3081 -1.000036 0.499653 0.699831 0.009882 0.002498 0.005056 -0.000043 0.000143 -0.000010
56.500000 21.500000 3115 -1.000416 0.498735 0.702421 0.010237 0.002448 0.004918 0.000054 -0.000034 0.000039
56.500000 22.500000 3163 -0.998363 0.500782 0.703309 0.010132 0.002414 0.004549 -0.000027 -0.000245 -0.000062
56.500000 23.500000 3149 -1.001327 0.501087 0.699389 0.009814 0.002504 0.004860 -0.000046 -0.000148 0.000010
56.500000 24.500000 3133 -1.001012 0.499019 0.699907 0.010153 0.002487 0.004931 0.000046 -0.000183 0.000029
56.500000 25.500000 3051 -1.002066 0.498730 0.698789 0.010044 0.002448 0.004742 -0.000024 0.000017 0.000063
56.500000 26.500000 3074 -0.998368 0.498049 0.700659 0.010180 0.002447 0.004938 0.000037 0.000271 0.000037
56.500000 27.500000 3133 -0.998321 0.500099 0.702977 0.010045 0.002471 0.004676 0.000057 -0.000059 0.000039
56.500000 28.500000 3127 -0.998344 0.500073 0.701236 0.010059 0.002592 0.005053 0.000192 -0.000239 0.000082
56.500000 29.500000 3084 -1.000467 0.498071 0.700137 0.010321 0.002382 0.004730 -0.000002 -0.000284 -0.000019
56.500000 30.500000 3115 -1.001636 0.499413 0.699504 0.009873 0.002621 0.005071 -0.000107 0.000090 0.000087
56.500000 31.500000 3185 -1.000002 0.498572 0.701443 0.009856 0.002526 0.004926 -0.000089 0.000222 0.000098
56.500000 32.500000 3168 -1.000990 0.501239 0.699055 0.010190 0.002419 0.005005 0.000034 -0.000155 -0.000036
56.500000 33.500000 3069 -0.999909 0.499306 0.698712 0.010227 0.002426 0.004882 0.000006 0.000015 -0.000037
56.500000 34.500000 3168 -1.000359 0.500839 0.703513 0.009858 0.002472 0.004817 0.000130 0.000093 -0.000052
56.500000 35.500000 3091 -1.002679 0.501341 0.701638 0.009884 0.002543 0.004892 0.000111 0.000131 0.000043
56.500000 36.500000 3134 -1.002983 0.500400 0.701022 0.010089 0.002469 0.004889 0.000172 0.000035 -0.000064
56.500000 37.500000 3163 -1.000787 0.500380 0.700182 0.010011 0.002543 0.004727 0.000119 -0.000044 0.000008
56.500000 38.500000 3047 -1.002978 0.499463 0.701269 0.009821 0.002511 0.005023 0.000039 0.000131 -0.000012
56.500000 39.500000 3138 -1.003524 0.499095 0.698741 0.009803 0.002390 0.004881 0.000018 0.000260 -0.000001
56.500000 40.500000 3087 -1.001004 0.499751 0.697978 0.010347 0.002540 0.004915 -0.000100 -0.000065 0.000178
56.500000 41.500000 3177 -0.998827 0.498678 0.700943 0.009997 0.002495 0.004759 -0.000075 0.000001 0.000007
56.500000 42.500000 3122 -0.998908 0.498821 0.699939 0.009714 0.002454 0.005133 -0.000140 -0.000012 -0.000103
56.500000 43.500000 3080 -0.996551 0.499880 0.700319 0.009730 0.002477 0.004947 -0.000094 0.000066 -0.000050
56.500000 44.500000 3051 -1.000008 0.500855 0.700408 0.010047 0.002473 0.005113 -0.000110 0.000082 -0.000092
56.500000 45.500000 3155 -1.003722 0.500773 0.701761 0.009886 0.002467 0.004637 0.000020 0.000076 -0.000052
56.500000 46.500000 3066 -0.999825 0.499893 0.700750 0.010504 0.002541 0.004869 0.000052 0.000082 0.000052
56.500000 47.500000 3135 -1.002832 0.500363 0.700245 0.010066 0.002488 0.004963 -0.000080 0.000085 -0.000015
56.500000 48.500000 3200 -0.998909 0.499819 0.698018 0.010149 0.002638 0.004898 0.000015 -0.000045 -0.000019
56.500000 49.500000 3029 -0.998148 0.499475 0.699358 0.010029 0.002414 0.004800 0.000111 0.000063 0.000062
56.500000 50.500000 3143 0.502141 0.499769 0.699542 0.752745 0.002528 0.004795 -0.001284 0.001384 -0.000091
56.500000 51.500000 3140 0.999760 0.500146 0.698703 0.009592 0.002563 0.004844 0.000002 0.000025 0.000012
56.500000 52.500000 3086 0.999470 0.500469 0.701014 0.009916 0.002378 0.004843 -0.000080 0.000155 -0.000054
56.500000 53.500000 3117 0.998755 0.500094 0.700809 0.010031 0.002544 0.004825 -0.000004 0.000128 -0.000035
56.500000 54.500000 3064 1.003566 0.501215 0.698439 0.009938 0.002489 0.004842 0.000122 -0.000005 0.000011
56.500000 55.500000 3156 1.000008 0.499784 0.701763 0.009934 0.002510 0.004734 0.000030 0.000069 0.000017
